project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-LGG	c13a429c-99ea-478c-ae95-fa499b9ea9fa	TCGA-DU-6406	92b70ee8-e0bd-4b01-8df9-e06af18af377	TCGA-DU-6406-01A	5bb0796f-0c86-45cc-8a03-7256905e9adb	TCGA-DU-6406-01A-11	5920bda8-4114-429f-a1ae-48fb6723a48f	TCGA-DU-6406-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	c13a429c-99ea-478c-ae95-fa499b9ea9fa	TCGA-DU-6406	92b70ee8-e0bd-4b01-8df9-e06af18af377	TCGA-DU-6406-01A	5bb0796f-0c86-45cc-8a03-7256905e9adb	TCGA-DU-6406-01A-11	5f9a2698-1245-4db9-bb90-499a7742b3ac	TCGA-DU-6406-01A-11D	1.9	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	001ad307-4ad3-4f1d-b2fc-efc032871c7e	TCGA-HT-A614	70dba908-6b41-4081-b0bf-4b46a922ae42	TCGA-HT-A614-10A	f6fda1f4-571f-422e-82d6-8ca72ac5e14d	TCGA-HT-A614-10A-01	1de0d570-9a08-4e07-8d75-efa9c7a4013c	TCGA-HT-A614-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	001ad307-4ad3-4f1d-b2fc-efc032871c7e	TCGA-HT-A614	70dba908-6b41-4081-b0bf-4b46a922ae42	TCGA-HT-A614-10A	f6fda1f4-571f-422e-82d6-8ca72ac5e14d	TCGA-HT-A614-10A-01	f0891b75-ba1b-4f68-bb69-cda46e929e72	TCGA-HT-A614-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	001ad307-4ad3-4f1d-b2fc-efc032871c7e	TCGA-HT-A614	f086df4f-ad28-4a0b-bd53-ccc677aa9d44	TCGA-HT-A614-01A	4183203e-41b9-4fee-8edd-2f9fdb41007e	TCGA-HT-A614-01A-11	350b5fbd-3be0-44d6-b4c9-6b1c0ce5b5b8	TCGA-HT-A614-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	001ad307-4ad3-4f1d-b2fc-efc032871c7e	TCGA-HT-A614	f086df4f-ad28-4a0b-bd53-ccc677aa9d44	TCGA-HT-A614-01A	4183203e-41b9-4fee-8edd-2f9fdb41007e	TCGA-HT-A614-01A-11	9b5a4fe4-a96d-4f3b-b47c-5bbed798ed89	TCGA-HT-A614-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	001ad307-4ad3-4f1d-b2fc-efc032871c7e	TCGA-HT-A614	f086df4f-ad28-4a0b-bd53-ccc677aa9d44	TCGA-HT-A614-01A	4183203e-41b9-4fee-8edd-2f9fdb41007e	TCGA-HT-A614-01A-11	fe2e8842-3d6e-407b-9e65-1c3866e02d87	TCGA-HT-A614-01A-11R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.17	7.6	UV Spec	released	'--
TCGA-LGG	0061e9ef-df6a-414e-af64-c88f8192e2d3	TCGA-E1-5311	3d5b5977-1378-47ca-8fcb-57df49f2b058	TCGA-E1-5311-01A	c3ee5230-f0a5-40b8-a176-f14f4223b7a2	TCGA-E1-5311-01A-01	049222d3-0ab5-447a-9771-47b02b65d865	TCGA-E1-5311-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	0061e9ef-df6a-414e-af64-c88f8192e2d3	TCGA-E1-5311	3d5b5977-1378-47ca-8fcb-57df49f2b058	TCGA-E1-5311-01A	c3ee5230-f0a5-40b8-a176-f14f4223b7a2	TCGA-E1-5311-01A-01	41cf8952-7f87-43c4-b0a7-36e84b4394e1	TCGA-E1-5311-01A-01R	1.8	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.49	7.9	UV Spec	released	'--
TCGA-LGG	0061e9ef-df6a-414e-af64-c88f8192e2d3	TCGA-E1-5311	3d5b5977-1378-47ca-8fcb-57df49f2b058	TCGA-E1-5311-01A	c3ee5230-f0a5-40b8-a176-f14f4223b7a2	TCGA-E1-5311-01A-01	bf725c7a-aed1-41be-9b98-9dcbde2662a5	TCGA-E1-5311-01A-01D	1.9	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	0061e9ef-df6a-414e-af64-c88f8192e2d3	TCGA-E1-5311	daa4722a-c895-4bb9-8f8e-093bddf05051	TCGA-E1-5311-10A	6f1b8874-0e10-4d57-87c9-c9fce297c78b	TCGA-E1-5311-10A-01	3b771804-30c0-4116-8bf6-ce0ac2b640b8	TCGA-E1-5311-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	0061e9ef-df6a-414e-af64-c88f8192e2d3	TCGA-E1-5311	daa4722a-c895-4bb9-8f8e-093bddf05051	TCGA-E1-5311-10A	6f1b8874-0e10-4d57-87c9-c9fce297c78b	TCGA-E1-5311-10A-01	b2657511-ac4a-4edb-889e-1b63469f7e9c	TCGA-E1-5311-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	4b24379c-7309-46cf-b95c-bc301ee7b9be	TCGA-VM-A8CF-10A	7d0ffa10-6923-4921-9240-7d2ecbf6fafa	TCGA-VM-A8CF-10A-01	81c0733c-7816-430a-9cc8-a91f1fd43fcc	TCGA-VM-A8CF-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	4b24379c-7309-46cf-b95c-bc301ee7b9be	TCGA-VM-A8CF-10A	7d0ffa10-6923-4921-9240-7d2ecbf6fafa	TCGA-VM-A8CF-10A-01	d75bdcec-cac9-4098-a531-b3e47317cf24	TCGA-VM-A8CF-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	8dfc30e6-d433-4628-8e8f-70bf1913026b	TCGA-VM-A8CF-01A	7e9b32f1-f70b-482c-9eb0-863181498661	TCGA-VM-A8CF-01A-11	0bbe6ecb-e2cc-42dc-aa10-df4ee3ef0388	TCGA-VM-A8CF-01A-11R	1.84	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	0.84	7.2	UV Spec	released	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	8dfc30e6-d433-4628-8e8f-70bf1913026b	TCGA-VM-A8CF-01A	7e9b32f1-f70b-482c-9eb0-863181498661	TCGA-VM-A8CF-01A-11	248d7919-1ede-4ef6-bc0b-deeaf89406e2	TCGA-VM-A8CF-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	8dfc30e6-d433-4628-8e8f-70bf1913026b	TCGA-VM-A8CF-01A	7e9b32f1-f70b-482c-9eb0-863181498661	TCGA-VM-A8CF-01A-11	dcbf83fb-d043-4d87-b108-b48325ef329f	TCGA-VM-A8CF-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	010aac75-3bfe-4bf2-b866-af0f2d92f125	TCGA-DB-5278	11437143-41f5-4005-9124-4d6a4a2f0e2d	TCGA-DB-5278-01A	e8faea8c-99bd-40c4-a928-1c3655bfd7bf	TCGA-DB-5278-01A-01	0daf3180-1955-4255-9da0-eeff1a3debc9	TCGA-DB-5278-01A-01R	1.6	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.5	8.0	UV Spec	released	'--
TCGA-LGG	010aac75-3bfe-4bf2-b866-af0f2d92f125	TCGA-DB-5278	11437143-41f5-4005-9124-4d6a4a2f0e2d	TCGA-DB-5278-01A	e8faea8c-99bd-40c4-a928-1c3655bfd7bf	TCGA-DB-5278-01A-01	15f22430-b66c-479d-b100-285d4d4664aa	TCGA-DB-5278-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	010aac75-3bfe-4bf2-b866-af0f2d92f125	TCGA-DB-5278	11437143-41f5-4005-9124-4d6a4a2f0e2d	TCGA-DB-5278-01A	e8faea8c-99bd-40c4-a928-1c3655bfd7bf	TCGA-DB-5278-01A-01	9f2a5e89-2e2a-4865-b01d-91d8ba59a968	TCGA-DB-5278-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	010aac75-3bfe-4bf2-b866-af0f2d92f125	TCGA-DB-5278	afdafc3c-5d20-453e-80cc-ae12494ef693	TCGA-DB-5278-10A	764b9039-c5b2-4f2b-97ca-9e71f25de9d9	TCGA-DB-5278-10A-01	0c09e7a4-2ce0-4c06-bdce-94729610f117	TCGA-DB-5278-10A-01D	1.9	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	010aac75-3bfe-4bf2-b866-af0f2d92f125	TCGA-DB-5278	afdafc3c-5d20-453e-80cc-ae12494ef693	TCGA-DB-5278-10A	764b9039-c5b2-4f2b-97ca-9e71f25de9d9	TCGA-DB-5278-10A-01	e49d4090-156b-4c85-8b34-51a1c9ff0be4	TCGA-DB-5278-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	0167cf11-74be-4701-ab9a-4e057d4bb545	TCGA-DU-A5TY	5d70c768-74b6-43be-826a-4ac0367ce748	TCGA-DU-A5TY-10A	f21d20ab-e08b-45aa-838e-bc8014a59643	TCGA-DU-A5TY-10A-01	5b2cfe23-a5f3-4f17-a4c9-fbc75506444d	TCGA-DU-A5TY-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	0167cf11-74be-4701-ab9a-4e057d4bb545	TCGA-DU-A5TY	5d70c768-74b6-43be-826a-4ac0367ce748	TCGA-DU-A5TY-10A	f21d20ab-e08b-45aa-838e-bc8014a59643	TCGA-DU-A5TY-10A-01	c6abc8ac-135e-4940-912c-89922f3336e8	TCGA-DU-A5TY-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	0167cf11-74be-4701-ab9a-4e057d4bb545	TCGA-DU-A5TY	f0739840-9fdf-4fb1-8581-542d901e7058	TCGA-DU-A5TY-01A	e414ede0-0f9f-42b8-96a5-beaec0993b88	TCGA-DU-A5TY-01A-11	1b3a82d6-f983-459d-8e72-8a09a411c8b6	TCGA-DU-A5TY-01A-11R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.86	9.7	UV Spec	released	'--
TCGA-LGG	0167cf11-74be-4701-ab9a-4e057d4bb545	TCGA-DU-A5TY	f0739840-9fdf-4fb1-8581-542d901e7058	TCGA-DU-A5TY-01A	e414ede0-0f9f-42b8-96a5-beaec0993b88	TCGA-DU-A5TY-01A-11	417ddbb0-90f3-48c5-bc65-b58d61fd85d4	TCGA-DU-A5TY-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	0167cf11-74be-4701-ab9a-4e057d4bb545	TCGA-DU-A5TY	f0739840-9fdf-4fb1-8581-542d901e7058	TCGA-DU-A5TY-01A	e414ede0-0f9f-42b8-96a5-beaec0993b88	TCGA-DU-A5TY-01A-11	85e78bce-ad1b-489b-8f23-6a99dd245148	TCGA-DU-A5TY-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	01a13aba-74a4-4895-a5ad-e5119925c202	TCGA-S9-A7IZ	4d098213-ca1a-434b-8620-9dee9e43c225	TCGA-S9-A7IZ-10A	a92a0e67-c6c0-4b7a-a5c3-abc56065904c	TCGA-S9-A7IZ-10A-01	37fb30c4-f5fa-4ccc-80a2-8160a62bbc3f	TCGA-S9-A7IZ-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	01a13aba-74a4-4895-a5ad-e5119925c202	TCGA-S9-A7IZ	4d098213-ca1a-434b-8620-9dee9e43c225	TCGA-S9-A7IZ-10A	a92a0e67-c6c0-4b7a-a5c3-abc56065904c	TCGA-S9-A7IZ-10A-01	e53b68cf-520f-48f0-abab-a58c30f09e50	TCGA-S9-A7IZ-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	01a13aba-74a4-4895-a5ad-e5119925c202	TCGA-S9-A7IZ	b427c72f-8ebd-47a4-8e72-04024625e0b6	TCGA-S9-A7IZ-01A	f700dd65-051f-4208-98b0-5f09a3df3f92	TCGA-S9-A7IZ-01A-11	48f290ed-b717-4103-842b-a17de85e85e8	TCGA-S9-A7IZ-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	01a13aba-74a4-4895-a5ad-e5119925c202	TCGA-S9-A7IZ	b427c72f-8ebd-47a4-8e72-04024625e0b6	TCGA-S9-A7IZ-01A	f700dd65-051f-4208-98b0-5f09a3df3f92	TCGA-S9-A7IZ-01A-11	77c4d28e-dc15-4f18-b894-d6e19111a43d	TCGA-S9-A7IZ-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	01a13aba-74a4-4895-a5ad-e5119925c202	TCGA-S9-A7IZ	b427c72f-8ebd-47a4-8e72-04024625e0b6	TCGA-S9-A7IZ-01A	f700dd65-051f-4208-98b0-5f09a3df3f92	TCGA-S9-A7IZ-01A-11	ddb0238a-b647-4e18-813e-2a42fbdf892e	TCGA-S9-A7IZ-01A-11R	1.94	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.3	7.8	UV Spec	released	'--
TCGA-LGG	01c4ca12-ac08-41dd-9e4f-bfb0971688a2	TCGA-DU-7009	94ff1a2a-7299-4e13-b956-eb649075afc8	TCGA-DU-7009-10A	b575a9fb-b2e6-4f63-a9e0-a96e718e6361	TCGA-DU-7009-10A-01	01f73870-21d9-46e4-b8fc-54131a18dba4	TCGA-DU-7009-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	01c4ca12-ac08-41dd-9e4f-bfb0971688a2	TCGA-DU-7009	94ff1a2a-7299-4e13-b956-eb649075afc8	TCGA-DU-7009-10A	b575a9fb-b2e6-4f63-a9e0-a96e718e6361	TCGA-DU-7009-10A-01	c9d7ee4f-a6a8-4f9f-8354-9710676b37d7	TCGA-DU-7009-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	01c4ca12-ac08-41dd-9e4f-bfb0971688a2	TCGA-DU-7009	c7ca8fee-bd73-435b-b351-216e5dc38726	TCGA-DU-7009-01A	2e0185d1-fc29-4890-a65f-1934612c6bdd	TCGA-DU-7009-01A-11	602fe650-af8e-4d7f-9ea4-c29948c6a86f	TCGA-DU-7009-01A-11R	1.8	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.32	8.3	UV Spec	released	'--
TCGA-LGG	01c4ca12-ac08-41dd-9e4f-bfb0971688a2	TCGA-DU-7009	c7ca8fee-bd73-435b-b351-216e5dc38726	TCGA-DU-7009-01A	2e0185d1-fc29-4890-a65f-1934612c6bdd	TCGA-DU-7009-01A-11	870d806c-61a2-45d4-b902-869ea4eb6374	TCGA-DU-7009-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	01c4ca12-ac08-41dd-9e4f-bfb0971688a2	TCGA-DU-7009	c7ca8fee-bd73-435b-b351-216e5dc38726	TCGA-DU-7009-01A	2e0185d1-fc29-4890-a65f-1934612c6bdd	TCGA-DU-7009-01A-11	b7f875dd-94db-4c9c-9002-13c75c52d608	TCGA-DU-7009-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	6b57ec87-e97a-40e4-ab96-fca9fa9d6854	TCGA-HT-7902-01A	61599b1e-e880-4515-a6d7-14da066c4292	TCGA-HT-7902-01A-12	0cf2e0a5-9a97-42d3-8f63-f7c669b72e8d	TCGA-HT-7902-01A-12D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	6b57ec87-e97a-40e4-ab96-fca9fa9d6854	TCGA-HT-7902-01A	61599b1e-e880-4515-a6d7-14da066c4292	TCGA-HT-7902-01A-12	56206293-256c-469d-8bc4-2bc9a3caf16a	TCGA-HT-7902-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	6b57ec87-e97a-40e4-ab96-fca9fa9d6854	TCGA-HT-7902-01A	61599b1e-e880-4515-a6d7-14da066c4292	TCGA-HT-7902-01A-12	6db70846-388f-4df7-93fe-83198030de54	TCGA-HT-7902-01A-12R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.12	7.0	UV Spec	released	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	729d4313-fc83-48ea-9bbf-2e6b3084a9bd	TCGA-HT-7902-10A	db567a1e-3a5f-41de-92b1-fb5fa6ff26e9	TCGA-HT-7902-10A-01	099f7c5a-fa00-457e-a3ed-228e94435b15	TCGA-HT-7902-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	729d4313-fc83-48ea-9bbf-2e6b3084a9bd	TCGA-HT-7902-10A	db567a1e-3a5f-41de-92b1-fb5fa6ff26e9	TCGA-HT-7902-10A-01	d05e4324-61a0-4585-8eba-b2d207d4140e	TCGA-HT-7902-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	029b33b1-7ea9-4b77-a615-7eb0e3ebd5e7	TCGA-FG-8191	7e3cafa2-13f1-4852-826e-8528bde7189f	TCGA-FG-8191-01A	bbecb09d-b350-4cb7-9e76-8177251ac85f	TCGA-FG-8191-01A-11	450644e7-76af-42ed-87cf-a571a61e2021	TCGA-FG-8191-01A-11D	'--	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	029b33b1-7ea9-4b77-a615-7eb0e3ebd5e7	TCGA-FG-8191	7e3cafa2-13f1-4852-826e-8528bde7189f	TCGA-FG-8191-01A	bbecb09d-b350-4cb7-9e76-8177251ac85f	TCGA-FG-8191-01A-11	82529600-a54b-4ace-a09d-354b57eae22c	TCGA-FG-8191-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	029b33b1-7ea9-4b77-a615-7eb0e3ebd5e7	TCGA-FG-8191	7e3cafa2-13f1-4852-826e-8528bde7189f	TCGA-FG-8191-01A	bbecb09d-b350-4cb7-9e76-8177251ac85f	TCGA-FG-8191-01A-11	e2b764fa-37df-4efa-812f-f5ec983d0f58	TCGA-FG-8191-01A-11R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.28	7.0	UV Spec	released	'--
TCGA-LGG	029b33b1-7ea9-4b77-a615-7eb0e3ebd5e7	TCGA-FG-8191	b8e3e908-11d6-41f3-ae58-fdfacfba329e	TCGA-FG-8191-10A	e6e28983-7b41-41c5-b529-23e7c238ef75	TCGA-FG-8191-10A-01	5f6a1d61-19dc-4a88-a8db-686df713ee5b	TCGA-FG-8191-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	029b33b1-7ea9-4b77-a615-7eb0e3ebd5e7	TCGA-FG-8191	b8e3e908-11d6-41f3-ae58-fdfacfba329e	TCGA-FG-8191-10A	e6e28983-7b41-41c5-b529-23e7c238ef75	TCGA-FG-8191-10A-01	6a7106aa-e5a4-493c-a801-8e745ea1c389	TCGA-FG-8191-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	4b79bc18-067b-4953-b4e5-d753456a0407	TCGA-S9-A7J3-10A	eb26067e-e3f1-4cc5-bb7d-7ee45e06bf68	TCGA-S9-A7J3-10A-01	898ff1a7-3b5c-41a6-ba40-f08a8c022779	TCGA-S9-A7J3-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	4b79bc18-067b-4953-b4e5-d753456a0407	TCGA-S9-A7J3-10A	eb26067e-e3f1-4cc5-bb7d-7ee45e06bf68	TCGA-S9-A7J3-10A-01	a2e1d7e6-bb44-4d16-8211-db5a24b74baa	TCGA-S9-A7J3-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	ad1c7bde-bd29-471f-a05c-c2ea51bcdac9	TCGA-S9-A7J3-01A	20e3585c-a5f8-4672-ba99-543f907bc712	TCGA-S9-A7J3-01A-21	35d4cdab-88e1-426c-9c13-408678f7b6b7	TCGA-S9-A7J3-01A-21D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	ad1c7bde-bd29-471f-a05c-c2ea51bcdac9	TCGA-S9-A7J3-01A	20e3585c-a5f8-4672-ba99-543f907bc712	TCGA-S9-A7J3-01A-21	55c84e24-6083-4fe8-91d8-5e17efd75a9e	TCGA-S9-A7J3-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	ad1c7bde-bd29-471f-a05c-c2ea51bcdac9	TCGA-S9-A7J3-01A	20e3585c-a5f8-4672-ba99-543f907bc712	TCGA-S9-A7J3-01A-21	65c0881e-a6b1-45b8-93d5-fa4397e676ae	TCGA-S9-A7J3-01A-21R	1.87	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.38	8.6	UV Spec	released	'--
TCGA-LGG	048056cd-39dd-4134-a58b-70bebb3dd2ff	TCGA-S9-A6TV	a14d155b-200d-48a4-9af3-254972557ee7	TCGA-S9-A6TV-10B	d384e844-acf3-40ba-8671-0d14356ff0cb	TCGA-S9-A6TV-10B-01	319164bf-da66-4dfe-9de8-2b0f96b8aa80	TCGA-S9-A6TV-10B-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	048056cd-39dd-4134-a58b-70bebb3dd2ff	TCGA-S9-A6TV	a14d155b-200d-48a4-9af3-254972557ee7	TCGA-S9-A6TV-10B	d384e844-acf3-40ba-8671-0d14356ff0cb	TCGA-S9-A6TV-10B-01	7147bf92-89c5-431f-88a0-e5b727f67b77	TCGA-S9-A6TV-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	048056cd-39dd-4134-a58b-70bebb3dd2ff	TCGA-S9-A6TV	b810d117-8d9b-4dd8-a24b-dc49b030de71	TCGA-S9-A6TV-01A	87bc3179-ebc2-4e0d-8a0d-9cba6192b3b3	TCGA-S9-A6TV-01A-12	2af9f381-739f-4819-a1c0-3c82668ce12c	TCGA-S9-A6TV-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	048056cd-39dd-4134-a58b-70bebb3dd2ff	TCGA-S9-A6TV	b810d117-8d9b-4dd8-a24b-dc49b030de71	TCGA-S9-A6TV-01A	87bc3179-ebc2-4e0d-8a0d-9cba6192b3b3	TCGA-S9-A6TV-01A-12	5e71c8b7-4c08-4222-8294-652a82a91643	TCGA-S9-A6TV-01A-12R	1.82	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.16	8.0	UV Spec	released	'--
TCGA-LGG	048056cd-39dd-4134-a58b-70bebb3dd2ff	TCGA-S9-A6TV	b810d117-8d9b-4dd8-a24b-dc49b030de71	TCGA-S9-A6TV-01A	87bc3179-ebc2-4e0d-8a0d-9cba6192b3b3	TCGA-S9-A6TV-01A-12	dbdcdc24-19ec-4deb-8a28-d2d0961aeda1	TCGA-S9-A6TV-01A-12D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
